A0A1I7FLY6	pf00848;cladeB;subcladeB03 salicylate
A0A1B3LUI6	pf00848;cladeB;subcladeB03 salicylate
A0A536SCA3	pf00848;cladeB;subcladeB03 salicylate
A0A022GDA5	pf00848;cladeB;subcladeB03 salicylate
A0A0U4DNP2	pf00848;cladeB;subcladeB03 salicylate
A0A0H2M5X9	pf00848;cladeB;subcladeB03 salicylate
A0A0J6BZV4	pf00848;cladeB;subcladeB03 salicylate
Q9RBG5	pf00848;cladeB;subcladeB04 aminobenzenesulfonate
A0A1Z8V713	pf00848;cladeB;subcladeB04 aminobenzenesulfonate
A0A059G3N7	pf00848;cladeB;subcladeB04 aminobenzenesulfonate
A0A064CAJ7	pf00848;cladeB;subcladeB04 aminobenzenesulfonate
A0A009G0T0	pf00848;cladeB;subcladeB05
A0A089WVT2	pf00848;cladeB;subcladeB05
A0A084A6B0	pf00848;cladeB;subcladeB05
A0A071M284	pf00848;cladeB;subcladeB05
A0A074TQ36	pf00848;cladeB;subcladeB05
A0A1H9J6K7	pf00848;cladeB;subcladeB05
A0A0C3DYW7	pf00848;cladeB;subcladeB05
A0A094YNX8	pf00848;cladeB;subcladeB05
A0A081FZI0	pf00848;cladeB;subcladeB05
A0A069PYV4	pf00848;cladeB;subcladeB05
A0A3E0CHZ0	pf00848;cladeB;subcladeB05
A0A024HHN4	pf00848;cladeB;subcladeB05
A0A0Q7FIG7	pf00848;cladeB;subcladeB05
A0A098BV66	pf00848;cladeB;subcladeB05
A0A076EQQ7	pf00848;cladeB;subcladeB05
A0A075UVK9	pf00848;cladeB;subcladeB05
A0A178XAE5	pf00848;cladeB;subcladeB05
A0A2U9GJE0	pf00848;cladeB
A0A0J0UNS8	pf00848;cladeB
A0A059UDX8	pf00848;cladeB
A0A0D7NQQ7	pf00848;cladeB
A0A0B8ZC42	pf00848;cladeB
A0A013XSM0	pf00848;cladeB
A0A0G3XNG0	pf00848;cladeB
Q51601	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0C3IPP3	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A087FP50	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A078MGQ8	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0H4HWZ9	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
P07769	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A009EUV4	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A127GY72	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A132HFE6	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A069BF16	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
P23099	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A023WTD0	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A010T9F7	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0Q5ERE8	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A2R3IXS2	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0T5PM26	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0L6VYA9	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0C3HVK0	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A1B4LI66	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A076EU99	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0S2LZI0	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0J6QSL7	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A095Y7A7	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0A0HQ10	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A222TQI8	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A059MIN9	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A2V1MLJ5	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A101QGA3	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
G8Q212	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A4Q8LS96	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A1B3PNH9	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A147HXG6	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A160BR45	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A0U3K136	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A4Q9FYE4	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A021XA10	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
A0A031K0F4	pf00848;cladeB;subcladeB06 halobenzoate/benzoate/toluate
O85673	pf00848;cladeB;subcladeB07 anthranilate
A0A060B621	pf00848;cladeB;subcladeB07 anthranilate
A0A010SH30	pf00848;cladeB;subcladeB07 anthranilate
A0A080VM20	pf00848;cladeB;subcladeB07 anthranilate
A0A149PYB5	pf00848;cladeB;subcladeB07 anthranilate
A0A009FZG6	pf00848;cladeB;subcladeB07 anthranilate
D0C9N6	pf00848;cladeC;subcladeC00 carnitine
F0KFI5	pf00848;cladeC;subcladeC00 carnitine
A0A009GWW3	pf00848;cladeC;subcladeC00 carnitine
A0A024HID4	pf00848;cladeC;subcladeC00 carnitine
A0A140NJT4	pf00848;cladeC;subcladeC00 carnitine
A0A0J5FNC4	pf00848;cladeC;subcladeC00 carnitine
P0ABR7	pf00848;cladeC;subcladeC00 carnitine
P0ABR8	pf00848;cladeC;subcladeC00 carnitine
A0A064E280	pf00848;cladeC;subcladeC00 carnitine
A0A0G3SQ32	pf00848;cladeC;subcladeC00 carnitine
A0A088UL82	pf00848;cladeC;subcladeC00 carnitine
A0A0F0FVU7	pf00848;cladeC;subcladeC00 carnitine
A0A022FTH6	pf00848;cladeC;subcladeC00 carnitine
A0A0N7LNX7	pf00848;cladeC;subcladeC01
A0A0A0HQD5	pf00848;cladeC;subcladeC01
A0A0C1J1B8	pf00848;cladeC;subcladeC01
A0A0Q8YUP6	pf00848;cladeC;subcladeC01
A0A1G8YCX6	pf00848;cladeC;subcladeC01
A0A0C1EK20	pf00848;cladeC;subcladeC01
A0A0E9ZUM7	pf00848;cladeC;subcladeC01
A0A090GLF2	pf00848;cladeC;subcladeC01
A0A228HPB8	pf00848;cladeC;subcladeC01
A0A6B0ZHT5	pf00848;cladeC
A0A0F4V3M2	pf00848;cladeC;subcladeC02
A0A0J1G3L2	pf00848;cladeC;subcladeC02
A0A1H3DGF6	pf00848;cladeC;subcladeC02
A0A0F4IAV4	pf00848;cladeC;subcladeC03
A0A0G3AXA1	pf00848;cladeC;subcladeC03
A0A0C2YBR7	pf00848;cladeC;subcladeC04
A0A1U7J221	pf00848;cladeC;subcladeC04
A0A1Q6Y9S1	pf00848;cladeC;subcladeC04
A0A1Q6XAM5	pf00848;cladeC;subcladeC04
A0A1Q7CRB7	pf00848;cladeC;subcladeC04
A0A091BC73	pf00848;cladeC;subcladeC04
A0A0Q9P8H1	pf00848;cladeC;subcladeC04
A0A075K5Q5	pf00848;cladeC;subcladeC04
A0A0A8UN77	pf00848;cladeC;subcladeC04
A0A0W0YZJ8	pf00848;cladeC;subcladeC04
A0A323UKL2	pf00848;cladeC;subcladeC04
A0A075GF05	pf00848;cladeC;subcladeC04
A0A1Q7CWD8	pf00848;cladeC;subcladeC04
A0A076EXA4	pf00848;cladeC;subcladeC04
A0A068DIJ8	pf00848;cladeC;subcladeC05
A0A021X941	pf00848;cladeC;subcladeC05
A0A1Z8RMK1	pf00848;cladeC;subcladeC05
A0A095B5Z2	pf00848;cladeC;subcladeC05
A0A085K026	pf00848;cladeC;subcladeC05
A0A0C5XQ32	pf00848;cladeC;subcladeC05
A0A0J7XWQ8	pf00848;cladeC;subcladeC05
A0A0Q8XCA7	pf00848;cladeC;subcladeC05
A0A0B9ABI8	pf00848;cladeC;subcladeC05
A0A2R7IID1	pf00848;cladeC;subcladeC05
A0A0H3CB50	pf00848;cladeC;subcladeC05
A0A1Q6WBR2	pf00848;cladeC;subcladeC05
A0A090DW64	pf00848;cladeC
A0A010SG43	pf00848;cladeC;subcladeC06
A0A060BCQ9	pf00848;cladeC;subcladeC06
A0A099KIS2	pf00848;cladeC;subcladeC06
A0A0K6IHG8	pf00848;cladeC;subcladeC06
A0A0C3DK56	pf00848;cladeC;subcladeC06
A0A166MBL5	pf00848;cladeC;subcladeC06
A0A0J5M2R6	pf00848;cladeC;subcladeC06
A0A068DE08	pf00848;cladeC;subcladeC06
A0A060HX13	pf00848;cladeC;subcladeC06
A0A2W4DVE3	pf00848;cladeC;subcladeC06
A0A0N0JAN1	pf00848;cladeC;subcladeC06
A0A0Q5D055	pf00848;cladeC;subcladeC06
A0A081CYV8	pf00848;cladeC;subcladeC06
A0A0C9M2V0	pf00848;cladeC;subcladeC06
A0A068SKN5	pf00848;cladeC;subcladeC06
A0A011VI69	pf00848;cladeC;subcladeC06
A0A021X4M4	pf00848;cladeC;subcladeC06
A0A0E0UAY4	pf00848;cladeC;subcladeC06
A0A1H0H4C4	pf00848;cladeC;subcladeC06
A0A143ZFY8	pf00848;cladeC;subcladeC06
A0A010SQR5	pf00848;cladeC;subcladeC06
A0A0A1YLR8	pf00848;cladeC;subcladeC06
A0A089YTZ9	pf00848;cladeC;subcladeC06
A0A0E9ZNQ6	pf00848;cladeC;subcladeC06
A0A0E0UIN6	pf00848;cladeC;subcladeC06
A0A2A3C821	pf00848;cladeC;subcladeC06
A0A099F182	pf00848;cladeC;subcladeC06
A0A1G7J8A1	pf00848;cladeC;subcladeC06
A0A0A0EBN5	pf00848;cladeC;subcladeC06
A0A0B4BRB0	pf00848;cladeC;subcladeC06
A0A0B3S2T3	pf00848;cladeC;subcladeC06
A0A0D6TCN8	pf00848;cladeC;subcladeC06
A0A099F5I3	pf00848;cladeC;subcladeC06
A0A0M6XZ95	pf00848;cladeC;subcladeC06
A0A095G094	pf00848;cladeC;subcladeC06
A0A0V0PW94	pf00848;cladeC;subcladeC06
A0A024H797	pf00848;cladeC
A0A0B8ZX23	pf00848;cladeC
A0A1D7W8T6	pf00848;cladeC
A0A063BFS9	pf00848;cladeC;subcladeC07
A0A0L0ME83	pf00848;cladeC;subcladeC07
A0A074JKR6	pf00848;cladeC;subcladeC07
A0A060I7K1	pf00848;cladeC;subcladeC07
A0A2A6NZR8	pf00848;cladeC;subcladeC07
A0A0N1ACT0	pf00848;cladeC;subcladeC07
A0A0S4TQ76	pf00848;cladeC;subcladeC07
A0A085V0J2	pf00848;cladeC;subcladeC07
A0A069NH00	pf00848;cladeC;subcladeC07
A0A2N7X0Z3	pf00848;cladeC;subcladeC07
A0A0P0RKR5	pf00848;cladeC;subcladeC07
A0A077LNS2	pf00848;cladeC;subcladeC07
A0A1X7HLG6	pf00848;cladeC;subcladeC07
A0A0C6F610	pf00848;cladeC;subcladeC07
A0A1Q4AJ52	pf00848;cladeC;subcladeC08
A0A135HWG9	pf00848;cladeC;subcladeC08
A0A0L8C337	pf00848;cladeC;subcladeC08
A0A086GTJ1	pf00848;cladeC;subcladeC09
A0A1N7H217	pf00848;cladeC;subcladeC09
A0A0H4CBT3	pf00848;cladeC;subcladeC09
A0A5B7UN59	pf00848;cladeC;subcladeC09
A0A059W1V6	pf00848;cladeC;subcladeC09
A0A014M5W0	pf00848;cladeC;subcladeC09
A0A0A6YDD6	pf00848;cladeC;subcladeC09
A0A0Q9MZ34	pf00848;cladeC;subcladeC09
A0A0M5LS30	pf00848;cladeC;subcladeC09
A0A0Q6KIM4	pf00848;cladeC;subcladeC09
A0A0D1LGU5	pf00848;cladeC;subcladeC09
A0A101J692	pf00848;cladeC;subcladeC09
A0A076ETE6	pf00848;cladeC;subcladeC09
A0A0J6W0E1	pf00848;cladeC;subcladeC09
A0A0C1DCS2	pf00848;cladeC;subcladeC09
A0A076N3L9	pf00848;cladeC;subcladeC09
A0A075UIM4	pf00848;cladeC;subcladeC09
A0A066TZE3	pf00848;cladeC;subcladeC09
A0A178WPA5	pf00848;cladeC;subcladeC09
A0A098Y3E3	pf00848;cladeC;subcladeC09
A0A1G8UXZ8	pf00848;cladeC;subcladeC09
A0A1H6A240	pf00848;cladeC;subcladeC09
A0A0Q8LJ69	pf00848;cladeC
A0A1Z8N0F4	pf00848;cladeC
A0A0D0W2T8	pf00848;cladeC
A0A024E369	pf00848;cladeD;subcladeD00
A0A089YNM5	pf00848;cladeD;subcladeD00
A0A0J1JX36	pf00848;cladeD;subcladeD00
A0A0A8XAV0	pf00848;cladeD;subcladeD00
A0A0A0HQU2	pf00848;cladeD;subcladeD00
A0A1Z8RFI2	pf00848;cladeD;subcladeD00
A0A0H5CZK8	pf00848;cladeD;subcladeD00
A0A0B4BVR2	pf00848;cladeD;subcladeD00
A0A1Z8VIC7	pf00848;cladeD;subcladeD00
A0A0C1GM93	pf00848;cladeD
A0A0M5LR47	pf00848;cladeD
A0A0B6APB9	pf00848;cladeD
A0A4Q7QMI0	pf00848;cladeE;subcladeE00
A0A0J6VYS7	pf00848;cladeE;subcladeE00
A0A1X0IS54	pf00848;cladeE;subcladeE00
A0A1Q7AWU9	pf00848;cladeE
A0A1Q6WHF9	pf00848;cladeE
A0A069P8G6	pf00848;cladeE;subcladeE01
A0A0J1CWB7	pf00848;cladeE;subcladeE01
A0A1G6P312	pf00848;cladeE;subcladeE01
A0A095W8T2	pf00848;cladeE;subcladeE01
A0A0V0PXQ8	pf00848;cladeE;subcladeE01
A0A073IFU8	pf00848;cladeE;subcladeE01
A0A1B1PN90	pf00848;cladeE;subcladeE01
A0A1G3FK34	pf00848;cladeE;subcladeE01
A0A0E7SV19	pf00848;cladeE;subcladeE01
A0A0Q6TTR9	pf00848;cladeE;subcladeE01
A0A0N1ENF2	pf00848;cladeE;subcladeE01
A0A2D5SS34	pf00848;cladeE;subcladeE01
A0A063BK44	pf00848;cladeF;subcladeF01
A0A031GUM4	pf00848;cladeF;subcladeF01
A0A0C1Y2B0	pf00848;cladeF;subcladeF01
A0A095U9N2	pf00848;cladeF;subcladeF01
A0A1M5ZQ29	pf00848;cladeF;subcladeF01
A0A0D6HN05	pf00848;cladeF;subcladeF01
A0A0E8DHS2	pf00848;cladeF;subcladeF01
A0A0B1YI71	pf00848;cladeF;subcladeF01
A0A1G7LCK3	pf00848;cladeF;subcladeF01
A0A0D0LJV0	pf00848;cladeF;subcladeF01
A0A0T2YQN1	pf00848;cladeF;subcladeF01
A0A2T7UDP9	pf00848;cladeF;subcladeF01
A0A014NIK9	pf00848;cladeF;subcladeF01
A0A1F8VT87	pf00848;cladeF;subcladeF01
A0A0P0MEV8	pf00848;cladeF;subcladeF01
A0A0Q6UA18	pf00848;cladeF;subcladeF01
A0A0A0DVF2	pf00848;cladeF;subcladeF01
A0A0U1Q0K7	pf00848;cladeF;subcladeF01
A0A1A6DV15	pf00848;cladeF;subcladeF01
A0A1Q3R050	pf00848;cladeF;subcladeF01
A0A068Z086	pf00848;cladeF;subcladeF01
A0A0E3ZL99	pf00848;cladeF;subcladeF01
A0A022GRM2	pf00848;cladeF;subcladeF01
A0A1E4NDR4	pf00848;cladeF;subcladeF01
A0A0B3Y0V2	pf00848;cladeF;subcladeF01
A0A0F3K8T4	pf00848;cladeF;subcladeF01
A0A1G1B676	pf00848;cladeF;subcladeF01
A0A139BRX0	pf00848;cladeF;subcladeF01
A0A0C3N0J0	pf00848;cladeF;subcladeF01
A0A0C3MMN8	pf00848;cladeF;subcladeF01
A0A1D9G2C2	pf00848;cladeF
A0A0D6JUI7	pf00848;cladeF;subcladeF02
A0A1H2ZZR0	pf00848;cladeF;subcladeF02
A0A1H8VAC9	pf00848;cladeF;subcladeF02
A0A024JR69	pf00848;cladeG;subcladeG00
A0A0Q2UKS8	pf00848;cladeG;subcladeG00
A0A1A0JDW4	pf00848;cladeG;subcladeG00
A0A0N0MW80	pf00848;cladeG;subcladeG00
A0A013XTX3	pf00848;cladeG;subcladeG00
A0A031JVI7	pf00848;cladeG;subcladeG00
A0A013VKB1	pf00848;cladeG;subcladeG00
A0A031JWP0	pf00848;cladeG;subcladeG00
A0A031K5L1	pf00848;cladeG;subcladeG00
A0A0B8ZL99	pf00848;cladeG;subcladeG00
A0A031J3V2	pf00848;cladeG;subcladeG00
A0A0B1ZNZ0	pf00848;cladeG;subcladeG00
A0A2D5D9L0	pf00848;cladeG;subcladeG00
A0A0C1RNR9	pf00848;cladeG;subcladeG00
A0A031JW87	pf00848;cladeG;subcladeG00
A0A3D5EAB7	pf00848;cladeG;subcladeG00
A0A024JRR1	pf00848;cladeG;subcladeG00
A0A0B2YHH1	pf00848;cladeG;subcladeG00
A0A100X011	pf00848;cladeG;subcladeG00
A0A024JZH7	pf00848;cladeG;subcladeG00
A0A0U1DIG5	pf00848;cladeG;subcladeG00
A0A100WZT7	pf00848;cladeG;subcladeG00
A0A7U4XZW2	pf00848;cladeG;subcladeG00
A0A1B9CSK9	pf00848;cladeG;subcladeG00
A0A013VIC9	pf00848;cladeG;subcladeG00
A0A0Q2S0J4	pf00848;cladeG;subcladeG00
A0A0Q6GL61	pf00848;cladeG;subcladeG00
A0A086GU89	pf00848;cladeG;subcladeG00
A0A2A5YSQ8	pf00848;cladeG;subcladeG00
A0A0C1RJ46	pf00848;cladeG;subcladeG00
A0A0C1UAE7	pf00848;cladeG;subcladeG00
A0A031JW80	pf00848;cladeG;subcladeG00
A0A0B9A6P0	pf00848;cladeG;subcladeG00
A0A013WCV8	pf00848;cladeG;subcladeG00
A0A074M7E2	pf00848;cladeG;subcladeG00
A0A0B8ZCA6	pf00848;cladeG;subcladeG00
A0A0C1RMW7	pf00848;cladeG;subcladeG00
A0A0B1ZR21	pf00848;cladeG;subcladeG00
A0A109ECY1	pf00848;cladeG;subcladeG00
A0A100ZBP8	pf00848;cladeG;subcladeG00
A0A0H5S096	pf00848;cladeG;subcladeG00
A0A0U1CYQ0	pf00848;cladeG;subcladeG00
A0A074MD01	pf00848;cladeG;subcladeG00
A0A031JTS4	pf00848;cladeG;subcladeG00
A0A0C1U8U0	pf00848;cladeG;subcladeG00
A0A024JRI0	pf00848;cladeG;subcladeG01
A0A0P7CFX7	pf00848;cladeG;subcladeG01
A0A024JQG8	pf00848;cladeG;subcladeG01
A0A0P7BIH3	pf00848;cladeG;subcladeG01
A0A0Q7NDA8	pf00848;cladeG;subcladeG01
A0A0P7C396	pf00848;cladeG;subcladeG01
